Filename,Pitch
--aE2O5G5WE.wav,161.74446
-30H9V1IKps.wav,254.80714
-3IGxVTJvgI.wav,209.0686
-5-vmt2iKT0.wav,227.78128
-5S70zOSw30.wav,140.06506
-5xOcMJpTUk.wav,207.48018
-6RN8skIHU4.wav,189.32663
-6gC_nlUBfA.wav,221.0795
-6x2PtSRfJU.wav,187.79324
-8S_tLKfeJg.wav,107.24077
-8n2NqDFRko.wav,158.21078
-9Nl3LZBCOo.wav,249.65869
-9c1c8G_WO8.wav,185.09952
-Ar7D-GARhI.wav,191.53201
-AswFDuOptQ.wav,117.39766
-BqpAyCLh7U.wav,189.93272
-CgdUiJaNdU.wav,240.32593
-DLL8LaKq-c.wav,211.38148
-DWRAxaH_RY.wav,214.95207
-DvxsHG1tuo.wav,162.63126
-En5nC5Tka4.wav,213.57986
-H5kC4WsuI8.wav,215.98035
-HN5kqCKpEA.wav,191.05936
-IZsyroG6yo.wav,245.94951
-ItCGHv_9Gs.wav,230.77197
-JBvPwxaVVg.wav,143.96014
-Jam3cjbeFQ.wav,236.24803
-JuVh6islEI.wav,176.55782
-KaRoM5LnHc.wav,226.8081
-KiAK66YwW8.wav,251.89635
-L44JqysUy8.wav,173.31137
-L68XDzhn2g.wav,219.8446
-LBl0UeKNyU.wav,221.58925
-MZx1np1Ddc.wav,187.49974
-M_5w6KKfgQ.wav,184.47533
-Mu1AWT_x54.wav,233.58409
-N2reaP4SoI.wav,227.64694
-QE9dqhf_D8.wav,147.50375
-QVqh513RxQ.wav,239.43787
-QcXMPUNMeM.wav,149.4565
-QivqOnaPIc.wav,178.38474
-RIzfomIqZc.wav,201.35341
-RRi3QktLdc.wav,247.11385
-RfUo7Hb8TE.wav,207.72794
-Ry1YNVPPCM.wav,160.74796
-T-ZI1MZ44g.wav,128.93846
-Tea8DpWZQM.wav,219.72365
-U3Xh6Fsw50.wav,119.658104
-UGmXiQ8yiY.wav,196.57118
-V7u2HffQAE.wav,112.98334
-VXpZuIsb_g.wav,165.07661
-WFsDr9xBVo.wav,234.21715
-WmL01c-4ZE.wav,167.66623
-XxJ50brqGw.wav,256.15552
-b1l5v-fpNs.wav,215.97173
-b6pKB99TKg.wav,190.93277
-cVFtuOI5uo.wav,175.3422
-dEOa2GkXHw.wav,224.92572
-eEhWLICanU.wav,215.49721
-efgThyiXWI.wav,185.50777
-fEwlyG05Co.wav,166.00253
-fnhkx-XXeI.wav,119.790924
-fwDsIyHHb8.wav,204.18927
-gSxU1ceCLY.wav,187.74525
-gfBxHm8lhg.wav,237.1491
-hMwszM13PI.wav,132.30746
-kkTpMU4QS8.wav,240.25406
-lUCohWH9xg.wav,152.0253
-lYg4hm25hU.wav,190.51578
-lw0uLmWjlE.wav,198.35187
-mNbbwgUZtQ.wav,212.98158
-mlRMOia7DU.wav,187.25508
-nf_tbb2ixE.wav,214.06523
-ockHs8mYQo.wav,160.87703
-oxqoh8EgGw.wav,164.15865
-peDsjbcA-0.wav,197.2391
-pjK2u3Qtxc.wav,211.67598
-pzwalZ0ub0.wav,218.3376
-q1pzc3VMrg.wav,233.83615
-qdu3Aw0aNU.wav,207.25784
-qovh3DNoX0.wav,205.44016
-rIyGq-gIQw.wav,146.56053
-skhG36uWM0.wav,207.97025
-t_n44IaDBw.wav,185.92615
-uCkr7KFkYg.wav,219.30058
-uIEWKSQ1z4.wav,262.933
-uWB_lkFDhg.wav,212.3805
-v423vsVOk8.wav,223.19135
-v9-b0vPRKU.wav,156.94101
-xUhOdzwLtw.wav,269.03082
-xeYpMf97eU.wav,191.84746
-z0muTLomL4.wav,199.90678
-z0q4AgXQwo.wav,199.06142
-z7_vq6OYb0.wav,253.66864
-zBm-sH0vOk.wav,132.39171
0-3jSTs2Zsw.wav,177.43121
0-bqcP2usR4.wav,163.90952
0150dZu3Na8.wav,256.0451
021B2ozAjNg.wav,208.73523
02JEvDAcq7U.wav,243.94504
02R_w3cr1i4.wav,243.09753
02q5C77_xeQ.wav,131.4623
04JKX_vlePE.wav,231.22313
06k-cXmaeAY.wav,136.16037
07J4uVMPSW4.wav,213.95657
07MJhv4uVlU.wav,186.1708
07aVkZp3k7Q.wav,217.17372
07eQfg1IXzw.wav,119.13171
08JpxCv_Bek.wav,185.34135
09aRpEfUxT0.wav,190.97287
09w-ZFasRvE.wav,201.90843
0B3y6sa8jgw.wav,239.25183
0CDP7zl6wCQ.wav,113.35397
0DgH-2g6Tmk.wav,235.7738
0E8p38QTjgI.wav,142.3684
0Ei3BcBr5aE.wav,231.42435
0F3WEUPxWCM.wav,213.40007
0FMdORf5iGs.wav,186.84433
0G6lil4WFEM.wav,165.40564
0GQFYsxMP9Y.wav,232.01633
0I3E-auy8JA.wav,185.67537
0K-zyeLuKho.wav,142.97552
0KXI3QmISXM.wav,165.65033
0L7-8yqgMEo.wav,156.34096
0LoFUGfk6MY.wav,172.16753
0M8SMwwe0Ow.wav,124.500015
0MOeailZgUo.wav,242.11906
0NSzeHaja5o.wav,225.08792
0NbN9By4eYw.wav,254.78377
0OLpIiSBlfc.wav,157.74364
0PIt9R2GD8Q.wav,233.89168
0PKXu1l0OJk.wav,103.18517
0PWLf2cAkU8.wav,183.37204
0PpQ8rBtnVM.wav,117.11766
0Q5mzNz2hiA.wav,275.3806
0QDYPyHwLhk.wav,227.18942
0QSZ9Fr1qeQ.wav,196.64888
0Q_-akJTU-0.wav,160.82898
0R348vGkjyw.wav,204.89694
0RlxIDv_78w.wav,225.27484
0SEHGxAQL18.wav,215.91374
0StCxWx9dV8.wav,149.33601
0SypBcVpZ0E.wav,204.49345
0TPOLU68O9s.wav,161.06776
0VwX92X3iPc.wav,132.49577
0WZ8CocF6DQ.wav,197.48665
0WcaojOADSk.wav,186.3261
0WmhtEzutdc.wav,241.34709
0Wovyc4_k8Y.wav,181.35149
0X6CXKUbX6g.wav,148.40854
0XVYUK5G_sw.wav,230.51242
0XXyOMw32z8.wav,187.53546
0Y2Pt02QXFQ.wav,194.68376
0Zh8HjR0CbM.wav,129.99962
0_h8K8CMaF0.wav,128.71986
0_utuoBWKmo.wav,123.49357
0auuJJiE2xI.wav,182.82344
0d3kh_lETKc.wav,207.39235
0dLpcotJusI.wav,234.21046
0e1wdxCx0ME.wav,232.78804
0ehwxbvn3d0.wav,238.35526
0ey3c39Vll8.wav,244.46391
0fFIg5WLnm0.wav,200.19681
0gcJJ_M3gP0.wav,255.17058
0ghsGP6AeHw.wav,238.55908
0h6dpegN0f4.wav,271.79028
0hdanhk-EdE.wav,136.21944
0hoeAmqwvyY.wav,177.61903
